id,listing_type,property_type,price,location_city,location_city_district,area_property,area_land,construction_type,num_floors_building,apartment_floor,registered,heating_type,num_rooms,num_bathrooms,source
92,s,a,89400,Novi Sad,Liman 2,62,,,,3,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-2/5edfe3632731710e444b5083
93,s,a,109000,Beograd,Stari Grad,71,,1974,9,7,f,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-despota-stefana/5f33e493db457b25e9414313
94,s,a,149500,Stari Grad,Dorćol,74,,1939,4,2,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zorza-klemansoa/5f3125a85fc7af6202423f83
95,s,a,108000,Beograd,Zvezdara,60,,2020,4,3,f,Etažno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/varovnicka/5eee04e82731711a7b004f23
96,s,a,145000,Beograd,Vračar,96,,2005,2,1,t,Etažno,4.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/danicareva/5eeb7e0027317148e9730243
97,s,a,180000,Beograd,Palilula,94,,2006,5,4,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/primorska/5ee2354e2731713c385e8223
98,s,a,139000,Beograd,Vračar,72,,1935,4,3,t,Struja,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/maksima-gorkog/5eda307b2731717f0921d273
99,s,a,200000,Beograd,Novi Beograd,100,,1964,17,10,t,Centralno,4,2,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-mihajla-pupina/5ed7e1c627317159674a7c93
100,s,a,300000,Beograd,Novi Beograd,123,,2005,6,2,t,Centralno,5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-zorana-djindjica/5de67473273171036f55f433
101,s,a,95900,Novi Sad,Sajmište,69,,2019,4,2,f,Etažno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/5ed20e422731712afa741d53
102,s,a,28000,Subotica opština,Subotica grad,35,,,,0,f,,1,1,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/centar-2/5ee379ce2731712e8c79d613
103,s,a,120000,Beograd,Čukarica,55,,2017,7,6,t,Gas,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/nodilova/5f2b0c3b0c7cde7aff2e19b4
104,s,a,46000,Zlatibor opština,Zlatibor grad,32,,2020,2,0,f,,1.5,1,https://www.4zida.rs/prodaja/stanovi/zlatibor-opstina/oglas/kiridzijska/5f3d73a884e66e6d2b06c803
105,s,a,72100,Novi Sad,Bulevar Oslobođenja,48,,2006,,4,t,,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f23e6e7155e1c0aea1884c3
106,s,a,106700,Novi Sad,Nova Detelinara,74,,2013,,2,t,,3,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5f15c8d46807e066f557e793
107,s,a,83000,Beograd,Čukarica,77,,,8,7,t,,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/partizanske-vode/5f12d77d6762a91e674b7e03
1393,s,a,98880,Novi Sad,Novo Naselje,80,,,4,2,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5ed144770c7cde320672dfdc
1394,s,a,135000,Novi Sad,Liman 4,120,,2019,,5,f,Gas,4,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-4/5ed245df0c7cde321b5cabe2
1395,s,a,66950,Novi Sad,Sajmište,55,,,6,3,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/5ed266820c7cde42ca7555c5
1396,s,a,89000,Novi Sad,Nova Detelinara,75,,2007,6,5,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5ed4e9080c7cde06464f93a3
1397,s,a,76220,Novi Sad,Novi Sad - Centar,51,,,4,2,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ed60db19a30911a85513c0a
1398,s,a,40000,Zaječar opština,Zaječar grad,68,,1965,3,2,t,Etažno,3,1,https://www.4zida.rs/prodaja/stanovi/zajecar-opstina/oglas/timocke-bune/5f3a3f499a309110c34d4398
1399,s,a,75000,Kruševac opština,Kruševac grad,90,,2018,4,4,f,Gas,4,2,https://www.4zida.rs/prodaja/stanovi/krusevac-opstina/oglas/majke-jugovica-81-bivsa-zakiceva-ulica-krusevac/5be84ca49a30915b0012f1bb
1400,s,a,249000,Novi Sad,Telep,128,,2020,3,3,t,Etažno,4,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/jastrebacka/5e690bef9a30912d4d1a3307
1401,s,a,135000,Beograd,Novi Beograd,88,,1973,15,5,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/blok-45/5e3553829a309108e20c1725
1402,s,a,92000,Beograd,Savski Venac,67,,,3,3,t,Norveški radijatori,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/5e2224b127317166ee17c353
1403,s,a,84500,Novi Sad,Novo Naselje,82,,,4,4,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5f2403c30c7cde373c38e442
1404,s,a,40170,Novi Sad,Detelinara,23,,,,6,t,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/5f2401b69a309113b1325c18
1405,s,a,75200,Novi Sad,Novo Naselje,58,,,5,1,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5f24018b0c7cde340e297b9b
1406,s,a,92700,Novi Sad,Novo Naselje,78,,,5,1,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5f2400620c7cde334c212365
1407,s,a,108500,Novi Sad,Bulevar Oslobođenja,81,,,,1,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f23ff5b0c7cde32e1297ba6
1408,s,a,66440,Novi Sad,Bulevar Evrope,48,,2005,4,2,t,Gas,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/5f23f9509a30910dcc26ce05
1409,s,a,49900,Novi Sad,Grbavica,27,,,5,5,t,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/mise-dimitrijevica/5eda29380c7cde3837640381
1410,s,a,110000,Novi Sad,Liman 1,77,,2009,,5,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-1/5eda20399a309117825486df
1411,s,a,96200,Novi Sad,Novo Naselje,74,,,4,2,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/dusana-danilovica/5ed7706a9a309145e16f8c83
1412,s,a,103000,Novi Sad,Novi Sad - Centar,80,,,4,4,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ed4c4df9a30915d6f7f9b67
1413,s,a,250000,Beograd,Vračar,73,,,3,3,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/internacionalnih-brigada/5ee8eb4a2731715c472d5993
1414,s,a,45000,Stari Grad,Dorćol,22,,,4,0,t,Struja,1,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gospodar-jevremova/5efdbcf42731712b862cb007
1415,s,a,30000,Beograd,Zemun,38,,,1,1,t,Struja,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/macvanska/5f032d30273171626123fca3
108,s,a,79900,Beograd,Novi Beograd,55,,,6,4,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/luja-adamica/5edf6d022731710520251486
109,s,a,85000,Beograd,Čukarica,53,,,,0,t,Etažno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/blagoja-parovica/5f043f190c7cde75fd7a125c
110,s,a,109500,Beograd,Savski Venac,93,,2020,6,1,t,Etažno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dobropoljska/5eb70d5f0c7cde1bde1eee64
111,s,a,125500,Beograd,Čukarica,75,,,14,8,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sumadijski-trg/5eb405180c7cde2dba25cf96
112,s,a,92600,Novi Sad,Nova Detelinara,62,,2013,5,2,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5f4141df087c0265bd1cb609
113,s,a,62000,Gradske lokacije,Medijana,72,,,,3,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/cair/5f0452680c7cde014c6fa13b
114,s,a,82000,Gradske lokacije,Medijana,80,,,,0,t,Struja,4,2,https://www.4zida.rs/prodaja/stanovi/nis/oglas/centar/5e6f584b0c7cde72d026ec5d
115,s,a,85000,Gradske lokacije,Medijana,96,,,,7,t,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/centar/5e07272a0c7cde4e447c7b82
185,s,a,67720,Novi Sad,Telep,51,,2020,,0,f,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/5f3aa243709d8a054a7e37f3
186,s,a,720,Sombor opština,Sombor grad,89,,2020,,,f,Gas,4,1,https://www.4zida.rs/prodaja/stanovi/sombor-opstina/oglas/300-m-od-centra/5f3cf3130c7cde57f21059ed
187,s,a,112200,Beograd,Palilula,58,,1990,12,3,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-despota-stefana/5e3dc7ac273171711100b5c7
188,s,a,65000,Beograd,Zvezdara,59,,1981,8,3,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/matice-srpske/5f082ad256450865ab72fbd3
7272,s,a,55900,Novi Sad,Adice,57,,,,,f,,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice/5e29a1d72731712cb6083bd5
189,s,a,300000,Beograd,Vračar,141,,2000,5,5,t,Centralno,4.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/molerova/5eff366d2731715dc57ff423
190,s,a,98000,Beograd,Savski Venac,46,,1973,7,5,t,,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-milenka/5efdc8db273171391d404693
191,s,a,55620,Novi Sad,Železnička stanica,54,,,5,3,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/zeleznicka-stanica-novi-sad/5f3fb4a3493d35576525f6d8
192,s,a,150000,Subotica opština,Subotica grad,196,,,,,t,Etažno,4,2,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/centar-2/5f3e63ccc00be449ec400cf3
193,s,a,48500,Subotica opština,Palić,69,,,,1,t,,2.5,1,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/palic/5f3e56ad4a8b220a123863e3
194,s,a,31000,Novi Sad,Adice,34,,,,0,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice-novi-sad/5f35d0dfa115db6b3a16725d
195,s,a,29500,Novi Sad,Adice,32,,,3,2,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice-novi-sad/5f35d0d1a115db6b3a16724a
196,s,a,65510,Novi Sad,Železnička stanica,53,,,4,2,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/zeleznicka-stanica-novi-sad/5f352887135dc229bb51ada3
197,s,a,88600,Novi Sad,Spens,60,,,,,f,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/buloslobodjenja/5dfe05252731713ae824b345
198,s,a,127800,Novi Sad,Liman 3,79,,,5,1,t,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-3/5f23debd0c7cde214f5520c1
199,s,a,51500,Novi Sad,Stari Grad,31,,2005,4,2,t,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/stari-grad/5f2d71510c7cde391b77b7ed
200,s,a,28840,Novi Sad,Liman 1,16,,,,0,t,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-1/5f23f9a30c7cde2f2d1fd3c5
201,s,a,94000,Novi Sad,Bulevar Oslobođenja,83,,1980,8,7,t,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f23fd5e0c7cde31f342fa8a
202,s,a,103000,Novi Sad,Vidovdansko Naselje,91,,2020,,1,f,Centralno,4,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/vidovdansko-naselje/5f0457f50c7cde03fa216724
203,s,a,32000,Novi Sad,Petrovaradin,38,,2020,3,-1,f,,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradin/5f2829fb7fec7359912d45d3
204,s,a,29450,Novi Sad,Adice,31,,2020,2,2,f,Struja,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice/5f1c22378e029440f6637e83
205,s,a,43260,Novi Sad,Detelinara,47,,1965,4,3,f,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/5efdb39c27317120f45900c3
206,s,a,52530,Novi Sad,Detelinara,51,,1900,5,1,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/5e5a63762731716e641a4048
207,s,a,45000,Novi Sad,Bulevar Evrope,27,,2006,15,5,t,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/5e63ba1c2731716d071f0a5b
208,s,a,72600,Novi Sad,Socijalno,47,,2013,5,1,f,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/socijalno/5f1df6441f79df535c20d805
209,s,a,106000,Beograd,Zvezdara,55,,2010,5,1,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vladimira-gortana/5f185a6030f7702f123639d3
210,s,a,88500,Beograd,Novi Beograd,56,,1980,9,0,t,Etažno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-milutina-milankovica/5f11a6c1790bc819f1033a83
211,s,a,57000,Beograd,Zvezdara,30,,,4,2,f,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dimitrija-tucovica/5f08a47f6614be65f25a73e8
212,s,a,61800,Novi Sad,Detelinara,71,,,,5,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/milenka-grcica/5f1eb4b70c7cde5b5c012d5f
213,s,a,74160,Novi Sad,Bulevar Oslobođenja,41,,,,3,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f33da3c9a3091429a537542
214,s,a,110000,Novi Sad,Liman 4,81,,,,4,t,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/balzakova/5f351ce30c7cde3eb76d0906
215,s,a,190500,Novi Sad,Cara Dušana,142,,2005,2,2,f,Etažno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/cara-dusana-novi-sad/5ca6876b2731715d1e511b94
216,s,a,103000,Novi Sad,Novi Sad - Centar,71,,1937,,0,f,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/centar-novi-sad/5b400645b70c5901d05af1e9
217,s,a,144200,Novi Sad,Novi Sad - Centar,114,,1930,2,1,f,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/centar-novi-sad/5d38de3a2731713b012cb433
218,s,a,63860,Novi Sad,Rotkvarija,35,,,5,5,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-kralja-petra-i/5f3d3e9eae8eff65962e43f5
219,s,a,67000,Novi Sad,Grbavica,38,,2000,6,1,f,Etažno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-novi-sad/5f0845e61569524f724e0a5b
220,s,a,190550,Novi Sad,Liman 2,90,,,6,6,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/narodnog-fronta/5ef458c227317158ca2e2145
221,s,a,51900,Novi Sad,Nova Detelinara,36,,2008,,0,f,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara-novi-sad/5efafaa527317178d828d977
222,s,a,40170,Novi Sad,Nova Detelinara,27,,2005,5,3,f,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara-novi-sad/5f3178d0f779980660766067
223,s,a,53350,Novi Sad,Grbavica,37,,1950,5,4,f,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-novi-sad/5f315cb8963b4d40b65441d3
224,s,a,69500,Novi Sad,Grbavica,45,,2005,6,6,f,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-novi-sad/5f2e81736eb4c3238864cf8a
225,s,a,64890,Novi Sad,Grbavica,44,,,5,0,t,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/brace-ribnikar/5ee8cfbe2731713da31c4403
226,s,a,76220,Novi Sad,Novo Naselje,79,,,4,2,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-kneza-milosa/5efdf5f32731716be22fe0d3
227,s,a,135200,Novi Sad,Bulevar Oslobođenja,105,,,6,2,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/kosancic-ivana/5eead7f82731710998490b89
228,s,a,106000,Beograd,Palilula,45,,,11,9,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sajkaska/5f293b3c0c7cde68cc13e3a4
229,s,a,51500,Novi Sad,Novo Naselje,43,,,4,0,t,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/mileve-maric/5f32b2710ddda458356d4bf3
230,s,a,130810,Novi Sad,Nova Detelinara,101,,,6,5,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/dr-svetislava-kasapinovica/5f325e067742d51d114f86e3
231,s,a,61800,Novi Sad,Nova Detelinara,40,,2020,,0,t,Gas,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/janka-cmelika/5f318b1400122d422258c58e
232,s,a,76590,Beograd,Novi Beograd,45,,,,0,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dr-agostina-neta/5f3f9a438d137c2b61299231
233,s,a,69000,Novi Sad,Detelinara,61,,2000,5,5,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/kornelija-stankovica/5f1c1e6e0c7cde7a7133b81c
234,s,a,198400,Novi Sad,Novi Sad - Centar,107,,,3,2,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ef4c24027317150fb6f7347
235,s,a,25900,Novi Sad,Bulevar Evrope,18,,2020,5,0,t,Struja,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/5f2d714b9a309147f44c95f1
236,s,a,85000,Novi Sad,Novi Sad - Centar,54,,,,1,t,,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ee25e1a2731716a07173bb7
237,s,a,89500,Novi Sad,Bulevar Patrijarha Pavla (Somborski Bulevar),71,,2012,4,4,t,Centralno,3.5,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/5f1c1cd19a309158b12a620d
238,s,a,63800,Novi Sad,Nova Detelinara,58,,2000,4,3,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5ef3d1ab2731713e5b668f57
239,s,a,56650,Novi Sad,Podbara,40,,2004,5,3,t,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/podbara/5ef27ef4273171383a1d8ecb
240,s,a,98000,Beograd,Novi Beograd,76,,,19,2,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/jurija-gagarina/5f04b00027317119ba78beb3
241,s,a,231750,Novi Sad,Grbavica,160,,2010,5,2,t,Centralno,4,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/lasla-gala/5de11023e466e6362444ebcd
242,s,a,160000,Beograd,Savski Venac,52,,,6,5,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kneza-milosa/5db40f11e466e670ca488e9f
243,s,a,43000,Beograd,Palilula,70,,1980,3,3,t,TA peć,3,2,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/padinska-skela/5e47ac259a30914bf942b9d4
244,s,a,65000,Niš,Gradske lokacije,68,,,,10,t,,2.5,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/palilula/5f16f65d1b171131dc7420f3
245,s,a,215000,Beograd,Vračar,91,,,3,3,t,Etažno,3.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/rankeova/5cde9a3d27317165a66186e5
246,s,a,350000,Beograd,Vračar,210,,1938,,0,t,Centralno,4,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/topolska/5d0e103f273171118301ccd3
247,s,a,61800,Novi Sad,Bulevar Oslobođenja,40,,,,3,t,,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f0f15334acd4a046b7966d3
248,s,a,96820,Novi Sad,Liman 4,82,,,,0,t,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/narodnog-fronta/5f22db700c7cde1ecb144bf4
249,s,a,309000,Novi Sad,Bulevar Oslobođenja,202,,2008,4,3,t,Centralno,5,2,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bore-prodanovica/5f21b30c0c7cde05327428bb
250,s,a,89900,Beograd,Zemun,64,,,4,2,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dragana-rakica/5f3cf8edead7574a5702edf3
251,s,a,140000,Beograd,Novi Beograd,95,,,15,10,f,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/jurija-gagarina/5f31b5b939a46c06fb448f03
252,s,a,133000,Beograd,Vračar,55,,,4,3,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stojana-protica/58be8a337ce3af54c65047c2
253,s,a,26000,Niš,,32,,,5,4,t,Centralno,1.5,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/nis/5f2519957e79a16003129483
254,s,a,52530,Novi Sad,Podbara,34,,2021,3,0,f,Gas,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/podbara/5f1f522679899a58d778be85
255,s,a,31000,Beograd,Zemun,51,,,2,-1,t,Struja,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mihajla-pupina/5f3d5955c1ef9f42e90907ce
256,s,a,75000,Beograd,Rakovica,72,,,9,7,t,Centralno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bogdana-zerajica/5ec2a8df2731717ea61eca83
257,s,a,75000,Novi Sad,Novi Sad - Centar,59,,,3,2,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/trg-republike/5f3bdc5d81e05e575141a663
258,s,a,143000,Beograd,Novi Beograd,55,,,6,3,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vladimira-popovica/5f34260454c1c51d1b402e60
259,s,a,220000,Beograd,Stari Grad,113,,,2,1,t,Etažno,3.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/cara-urosa/5c9a10c9273171068a560a47
260,s,a,199000,Beograd,Zvezdara,141,,2000,3,2,t,Etažno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/tihomira-visnjevca/5ca265c82731710a4f18ef25
261,s,a,125000,Beograd,Voždovac,84,,2015,3,3,t,Etažno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ibarska/5caf94c92731711ff95cc124
262,s,a,90000,Beograd,Zvezdara,54,,,4,1,t,Etažno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ruze-jovanovic/5e38112e273171261c79e093
263,s,a,49000,Beograd,Rakovica,55,,,5,0,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/nikole-marakovica/5ecf980427317146b7366c63
264,s,a,77000,Medijana,Bulevar Nemanjića,75,,,,2,t,Struja,3,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/park-svetog-save/5df4bc4a9a309146fe557aa7
265,s,a,33000,Subotica opština,Subotica grad,53,,,,,f,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/prozivka/5f2a842aee1dfa0efc0629d6
266,s,a,75000,Beograd,Novi Beograd,41,,,14,13,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-mihaila-pupina/5f295a9a4c1ae22ec52c16ac
267,s,a,95000,Beograd,Novi Beograd,72,,,8,8,t,Centralno,2.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gandijeva/5eb94ae02731717d3906845e
268,s,a,92000,Beograd,Novi Beograd,100,,,,0,t,Centralno,3.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dusana-vukasovica/5ef1fb16273171207c2d3723
269,s,a,79000,Beograd,Zvezdara,73,,,2,2,t,Etažno,3,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/koste-tausanovica/5e132cf52731713e465dbce6
270,s,a,54400,Subotica opština,Subotica grad,64,,,3,2,t,Gas,3,1,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/kertvaros/5f2c81789a30914dd311e5e4
271,s,a,48000,Gradske lokacije,Medijana,47,,,7,7,t,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/radoja-dakica/5f12a6569a30911ac4100d08
272,s,a,65000,Beograd,Voždovac,40,,,5,4,t,Struja,1.5,1,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/brace-kovac/5f0db9177c40e437140aa3dd
273,s,a,84500,Novi Sad,Telep,65,,2009,3,1,t,Gas,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/5f35bb43338f2308110587f9
274,s,a,56500,Medijana,Bulevar Nemanjića,62,,,7,6,t,Centralno,2,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/park-svetog-save/5f31c68b9a3091226e3d2d39
275,s,a,41000,Gradske lokacije,Medijana,42,,2020,3,3,t,Struja,1.5,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/duvaniste/5e9dd4439a3091338f1a4f3c
276,s,a,70500,Gradske lokacije,Medijana,72,,2020,3,3,t,TA peć,3.5,1,https://www.4zida.rs/prodaja/stanovi/nis/oglas/duvaniste/5e6a18d60c7cde136a4a79f2
277,s,a,98000,Novi Sad,Veternik,122,,2018,,0,t,,3,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/krajiska/5f33f6357e150e6cb8506e73
278,s,a,43260,Novi Sad,Nova Detelinara,29,,,,4,t,Centralno,1,1,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/koste-racina/5e4e79cb9a3091655f2cf903
