id,listing_type,property_type,price,location_city,location_city_district,area_property,area_land,construction_type,num_floors_building,apartment_floor,registered,heating_type,num_rooms,num_bathrooms,source
92,s,a,89400.0,novi sad,liman 2,62.0,,,,3.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-2/5edfe3632731710e444b5083
93,s,a,109000.0,beograd,stari grad,71.0,,1974,9.0,7.0,False,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-despota-stefana/5f33e493db457b25e9414313
94,s,a,149500.0,beograd,stari grad,74.0,,1939,4.0,2.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zorza-klemansoa/5f3125a85fc7af6202423f83
95,s,a,108000.0,beograd,zvezdara,60.0,,2020,4.0,3.0,False,Etažno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/varovnicka/5eee04e82731711a7b004f23
96,s,a,145000.0,beograd,vracar,96.0,,2005,2.0,1.0,True,Etažno,4.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/danicareva/5eeb7e0027317148e9730243
97,s,a,180000.0,beograd,palilula,94.0,,2006,5.0,4.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/primorska/5ee2354e2731713c385e8223
98,s,a,139000.0,beograd,vracar,72.0,,1935,4.0,3.0,True,Struja,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/maksima-gorkog/5eda307b2731717f0921d273
99,s,a,200000.0,beograd,novi beograd,100.0,,1964,17.0,10.0,True,Centralno,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-mihajla-pupina/5ed7e1c627317159674a7c93
100,s,a,300000.0,beograd,novi beograd,123.0,,2005,6.0,2.0,True,Centralno,5.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-zorana-djindjica/5de67473273171036f55f433
101,s,a,95900.0,novi sad,sajmiste,69.0,,2019,4.0,2.0,False,Etažno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/5ed20e422731712afa741d53
102,s,a,28000.0,subotica,subotica opstina,35.0,,,,0.0,False,,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/centar-2/5ee379ce2731712e8c79d613
103,s,a,120000.0,beograd,cukarica,55.0,,2017,7.0,6.0,True,Gas,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/nodilova/5f2b0c3b0c7cde7aff2e19b4
104,s,a,46000.0,zlatibor,zlatibor opstina,32.0,,2020,2.0,0.0,False,,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/zlatibor-opstina/oglas/kiridzijska/5f3d73a884e66e6d2b06c803
105,s,a,72100.0,novi sad,bulevar oslobodjenja,48.0,,2006,,4.0,True,,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f23e6e7155e1c0aea1884c3
106,s,a,106700.0,novi sad,nova detelinara,74.0,,2013,,2.0,True,,3.0,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5f15c8d46807e066f557e793
107,s,a,83000.0,beograd,cukarica,77.0,,,8.0,7.0,True,,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/partizanske-vode/5f12d77d6762a91e674b7e03
1393,s,a,98880.0,novi sad,novo naselje,80.0,,,4.0,2.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5ed144770c7cde320672dfdc
1394,s,a,135000.0,novi sad,liman 4,120.0,,2019,,5.0,False,Gas,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-4/5ed245df0c7cde321b5cabe2
1395,s,a,66950.0,novi sad,sajmiste,55.0,,,6.0,3.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/5ed266820c7cde42ca7555c5
1396,s,a,89000.0,novi sad,nova detelinara,75.0,,2007,6.0,5.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5ed4e9080c7cde06464f93a3
1397,s,a,76220.0,novi sad,novi sad - centar,51.0,,,4.0,2.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ed60db19a30911a85513c0a
1398,s,a,40000.0,zajecar,zajecar opstina,68.0,,1965,3.0,2.0,True,Etažno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/zajecar-opstina/oglas/timocke-bune/5f3a3f499a309110c34d4398
1399,s,a,75000.0,krusevac,krusevac opstina,90.0,,2018,4.0,4.0,False,Gas,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/krusevac-opstina/oglas/majke-jugovica-81-bivsa-zakiceva-ulica-krusevac/5be84ca49a30915b0012f1bb
1400,s,a,249000.0,novi sad,telep,128.0,,2020,3.0,3.0,True,Etažno,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/jastrebacka/5e690bef9a30912d4d1a3307
1401,s,a,135000.0,beograd,novi beograd,88.0,,1973,15.0,5.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/blok-45/5e3553829a309108e20c1725
1402,s,a,92000.0,beograd,savski venac,67.0,,,3.0,3.0,True,Norveški radijatori,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/senjak/5e2224b127317166ee17c353
1403,s,a,84500.0,novi sad,novo naselje,82.0,,,4.0,4.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5f2403c30c7cde373c38e442
1404,s,a,40170.0,novi sad,detelinara,23.0,,,,6.0,True,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/5f2401b69a309113b1325c18
1405,s,a,75200.0,novi sad,novo naselje,58.0,,,5.0,1.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5f24018b0c7cde340e297b9b
1406,s,a,92700.0,novi sad,novo naselje,78.0,,,5.0,1.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/5f2400620c7cde334c212365
1407,s,a,108500.0,novi sad,bulevar oslobodjenja,81.0,,,,1.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f23ff5b0c7cde32e1297ba6
1408,s,a,66440.0,novi sad,bulevar evrope,48.0,,2005,4.0,2.0,True,Gas,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/5f23f9509a30910dcc26ce05
1409,s,a,49900.0,novi sad,grbavica,27.0,,,5.0,5.0,True,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/mise-dimitrijevica/5eda29380c7cde3837640381
1410,s,a,110000.0,novi sad,liman 1,77.0,,2009,,5.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-1/5eda20399a309117825486df
1411,s,a,96200.0,novi sad,novo naselje,74.0,,,4.0,2.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/dusana-danilovica/5ed7706a9a309145e16f8c83
1412,s,a,103000.0,novi sad,novi sad - centar,80.0,,,4.0,4.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ed4c4df9a30915d6f7f9b67
1413,s,a,250000.0,beograd,vracar,73.0,,,3.0,3.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/internacionalnih-brigada/5ee8eb4a2731715c472d5993
1414,s,a,45000.0,beograd,stari grad,22.0,,,4.0,0.0,True,Struja,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gospodar-jevremova/5efdbcf42731712b862cb007
1415,s,a,30000.0,beograd,zemun,38.0,,,1.0,1.0,True,Struja,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/macvanska/5f032d30273171626123fca3
108,s,a,79900.0,beograd,novi beograd,55.0,,,6.0,4.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/luja-adamica/5edf6d022731710520251486
109,s,a,85000.0,beograd,cukarica,53.0,,,,0.0,True,Etažno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/blagoja-parovica/5f043f190c7cde75fd7a125c
110,s,a,109500.0,beograd,savski venac,93.0,,2020,6.0,1.0,True,Etažno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dobropoljska/5eb70d5f0c7cde1bde1eee64
111,s,a,125500.0,beograd,cukarica,75.0,,,14.0,8.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sumadijski-trg/5eb405180c7cde2dba25cf96
112,s,a,92600.0,novi sad,nova detelinara,62.0,,2013,5.0,2.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5f4141df087c0265bd1cb609
113,s,a,62000.0,nis,medijana,72.0,,,,3.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/cair/5f0452680c7cde014c6fa13b
114,s,a,82000.0,nis,medijana,80.0,,,,0.0,True,Struja,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/centar/5e6f584b0c7cde72d026ec5d
115,s,a,85000.0,nis,medijana,96.0,,,,7.0,True,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/centar/5e07272a0c7cde4e447c7b82
185,s,a,67720.0,novi sad,telep,51.0,,2020,,0.0,False,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/5f3aa243709d8a054a7e37f3
187,s,a,112200.0,beograd,palilula,58.0,,1990,12.0,3.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-despota-stefana/5e3dc7ac273171711100b5c7
188,s,a,65000.0,beograd,zvezdara,59.0,,1981,8.0,3.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/matice-srpske/5f082ad256450865ab72fbd3
7272,s,a,55900.0,novi sad,adice,57.0,,,,,False,,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice/5e29a1d72731712cb6083bd5
189,s,a,300000.0,beograd,vracar,141.0,,2000,5.0,5.0,True,Centralno,4.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/molerova/5eff366d2731715dc57ff423
190,s,a,98000.0,beograd,savski venac,46.0,,1973,7.0,5.0,True,,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-milenka/5efdc8db273171391d404693
191,s,a,55620.0,novi sad,zeleznicka stanica,54.0,,,5.0,3.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/zeleznicka-stanica-novi-sad/5f3fb4a3493d35576525f6d8
192,s,a,150000.0,palic,subotica opstina,196.0,,,,,True,Etažno,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/centar-2/5f3e63ccc00be449ec400cf3
193,s,a,48500.0,subotica,subotica opstina,69.0,,,,1.0,True,,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/palic/5f3e56ad4a8b220a123863e3
194,s,a,31000.0,novi sad,adice,34.0,,,,0.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice-novi-sad/5f35d0dfa115db6b3a16725d
195,s,a,29500.0,novi sad,adice,32.0,,,3.0,2.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice-novi-sad/5f35d0d1a115db6b3a16724a
196,s,a,65510.0,novi sad,zeleznicka stanica,53.0,,,4.0,2.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/zeleznicka-stanica-novi-sad/5f352887135dc229bb51ada3
197,s,a,88600.0,novi sad,spens,60.0,,,,,False,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/buloslobodjenja/5dfe05252731713ae824b345
198,s,a,127800.0,novi sad,liman 3,79.0,,,5.0,1.0,True,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-3/5f23debd0c7cde214f5520c1
199,s,a,51500.0,novi sad,stari grad,31.0,,2005,4.0,2.0,True,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/stari-grad/5f2d71510c7cde391b77b7ed
200,s,a,28840.0,novi sad,liman 1,16.0,,,,0.0,True,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/liman-1/5f23f9a30c7cde2f2d1fd3c5
201,s,a,94000.0,novi sad,bulevar oslobodjenja,83.0,,1980,8.0,7.0,True,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f23fd5e0c7cde31f342fa8a
202,s,a,103000.0,novi sad,vidovdansko naselje,91.0,,2020,,1.0,False,Centralno,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/vidovdansko-naselje/5f0457f50c7cde03fa216724
203,s,a,32000.0,novi sad,petrovaradin,38.0,,2020,3.0,-1.0,False,,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradin/5f2829fb7fec7359912d45d3
204,s,a,29450.0,novi sad,adice,31.0,,2020,2.0,2.0,False,Struja,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice/5f1c22378e029440f6637e83
205,s,a,43260.0,novi sad,detelinara,47.0,,1965,4.0,3.0,False,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/5efdb39c27317120f45900c3
206,s,a,52530.0,novi sad,detelinara,51.0,,1900,5.0,1.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/5e5a63762731716e641a4048
207,s,a,45000.0,novi sad,bulevar evrope,27.0,,2006,15.0,5.0,True,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/5e63ba1c2731716d071f0a5b
208,s,a,72600.0,novi sad,socijalno,47.0,,2013,5.0,1.0,False,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/socijalno/5f1df6441f79df535c20d805
209,s,a,106000.0,beograd,zvezdara,55.0,,2010,5.0,1.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vladimira-gortana/5f185a6030f7702f123639d3
210,s,a,88500.0,beograd,novi beograd,56.0,,1980,9.0,0.0,True,Etažno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-milutina-milankovica/5f11a6c1790bc819f1033a83
211,s,a,57000.0,beograd,zvezdara,30.0,,,4.0,2.0,False,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dimitrija-tucovica/5f08a47f6614be65f25a73e8
212,s,a,61800.0,novi sad,detelinara,71.0,,,,5.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/milenka-grcica/5f1eb4b70c7cde5b5c012d5f
213,s,a,74160.0,novi sad,bulevar oslobodjenja,41.0,,,,3.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f33da3c9a3091429a537542
214,s,a,110000.0,novi sad,liman 4,81.0,,,,4.0,True,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/balzakova/5f351ce30c7cde3eb76d0906
215,s,a,190500.0,novi sad,cara dusana,142.0,,2005,2.0,2.0,False,Etažno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/cara-dusana-novi-sad/5ca6876b2731715d1e511b94
216,s,a,103000.0,novi sad,novi sad - centar,71.0,,1937,,0.0,False,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/centar-novi-sad/5b400645b70c5901d05af1e9
217,s,a,144200.0,novi sad,novi sad - centar,114.0,,1930,2.0,1.0,False,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/centar-novi-sad/5d38de3a2731713b012cb433
218,s,a,63860.0,novi sad,rotkvarija,35.0,,,5.0,5.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-kralja-petra-i/5f3d3e9eae8eff65962e43f5
219,s,a,67000.0,novi sad,grbavica,38.0,,2000,6.0,1.0,False,Etažno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-novi-sad/5f0845e61569524f724e0a5b
220,s,a,190550.0,novi sad,liman 2,90.0,,,6.0,6.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/narodnog-fronta/5ef458c227317158ca2e2145
221,s,a,51900.0,novi sad,nova detelinara,36.0,,2008,,0.0,False,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara-novi-sad/5efafaa527317178d828d977
222,s,a,40170.0,novi sad,nova detelinara,27.0,,2005,5.0,3.0,False,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara-novi-sad/5f3178d0f779980660766067
223,s,a,53350.0,novi sad,grbavica,37.0,,1950,5.0,4.0,False,Centralno,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-novi-sad/5f315cb8963b4d40b65441d3
224,s,a,69500.0,novi sad,grbavica,45.0,,2005,6.0,6.0,False,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/grbavica-novi-sad/5f2e81736eb4c3238864cf8a
225,s,a,64890.0,novi sad,grbavica,44.0,,,5.0,0.0,True,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/brace-ribnikar/5ee8cfbe2731713da31c4403
226,s,a,76220.0,novi sad,novo naselje,79.0,,,4.0,2.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-kneza-milosa/5efdf5f32731716be22fe0d3
227,s,a,135200.0,novi sad,bulevar oslobodjenja,105.0,,,6.0,2.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/kosancic-ivana/5eead7f82731710998490b89
228,s,a,106000.0,beograd,palilula,45.0,,,11.0,9.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sajkaska/5f293b3c0c7cde68cc13e3a4
229,s,a,51500.0,novi sad,novo naselje,43.0,,,4.0,0.0,True,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/mileve-maric/5f32b2710ddda458356d4bf3
230,s,a,130810.0,novi sad,nova detelinara,101.0,,,6.0,5.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/dr-svetislava-kasapinovica/5f325e067742d51d114f86e3
231,s,a,61800.0,novi sad,nova detelinara,40.0,,2020,,0.0,True,Gas,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/janka-cmelika/5f318b1400122d422258c58e
232,s,a,76590.0,beograd,novi beograd,45.0,,,,0.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dr-agostina-neta/5f3f9a438d137c2b61299231
233,s,a,69000.0,novi sad,detelinara,61.0,,2000,5.0,5.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/kornelija-stankovica/5f1c1e6e0c7cde7a7133b81c
234,s,a,198400.0,novi sad,novi sad - centar,107.0,,,3.0,2.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ef4c24027317150fb6f7347
235,s,a,25900.0,novi sad,bulevar evrope,18.0,,2020,5.0,0.0,True,Struja,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-evrope/5f2d714b9a309147f44c95f1
236,s,a,85000.0,novi sad,novi sad - centar,54.0,,,,1.0,True,,1.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5ee25e1a2731716a07173bb7
237,s,a,89500.0,novi sad,bulevar patrijarha pavla (somborski bulevar),71.0,,2012,4.0,4.0,True,Centralno,3.5,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/5f1c1cd19a309158b12a620d
238,s,a,63800.0,novi sad,nova detelinara,58.0,,2000,4.0,3.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/5ef3d1ab2731713e5b668f57
239,s,a,56650.0,novi sad,podbara,40.0,,2004,5.0,3.0,True,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/podbara/5ef27ef4273171383a1d8ecb
240,s,a,98000.0,beograd,novi beograd,76.0,,,19.0,2.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/jurija-gagarina/5f04b00027317119ba78beb3
241,s,a,231750.0,novi sad,grbavica,160.0,,2010,5.0,2.0,True,Centralno,4.0,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/lasla-gala/5de11023e466e6362444ebcd
242,s,a,160000.0,beograd,savski venac,52.0,,,6.0,5.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kneza-milosa/5db40f11e466e670ca488e9f
243,s,a,43000.0,beograd,palilula,70.0,,1980,3.0,3.0,True,TA peć,3.0,2.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/padinska-skela/5e47ac259a30914bf942b9d4
244,s,a,65000.0,nis,gradske lokacije,68.0,,,,10.0,True,,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/palilula/5f16f65d1b171131dc7420f3
245,s,a,215000.0,beograd,vracar,91.0,,,3.0,3.0,True,Etažno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/rankeova/5cde9a3d27317165a66186e5
246,s,a,350000.0,beograd,vracar,210.0,,1938,,0.0,True,Centralno,4.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/topolska/5d0e103f273171118301ccd3
247,s,a,61800.0,novi sad,bulevar oslobodjenja,40.0,,,,3.0,True,,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/5f0f15334acd4a046b7966d3
248,s,a,96820.0,novi sad,liman 4,82.0,,,,0.0,True,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/narodnog-fronta/5f22db700c7cde1ecb144bf4
249,s,a,309000.0,novi sad,bulevar oslobodjenja,202.0,,2008,4.0,3.0,True,Centralno,5.0,2.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bore-prodanovica/5f21b30c0c7cde05327428bb
250,s,a,89900.0,beograd,zemun,64.0,,,4.0,2.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dragana-rakica/5f3cf8edead7574a5702edf3
251,s,a,140000.0,beograd,novi beograd,95.0,,,15.0,10.0,False,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/jurija-gagarina/5f31b5b939a46c06fb448f03
252,s,a,133000.0,beograd,vracar,55.0,,,4.0,3.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stojana-protica/58be8a337ce3af54c65047c2
253,s,a,26000.0,nis,,32.0,,,5.0,4.0,True,Centralno,1.5,1.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/nis/5f2519957e79a16003129483
254,s,a,52530.0,novi sad,podbara,34.0,,2021,3.0,0.0,False,Gas,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/podbara/5f1f522679899a58d778be85
255,s,a,31000.0,beograd,zemun,51.0,,,2.0,-1.0,True,Struja,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mihajla-pupina/5f3d5955c1ef9f42e90907ce
256,s,a,75000.0,beograd,rakovica,72.0,,,9.0,7.0,True,Centralno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bogdana-zerajica/5ec2a8df2731717ea61eca83
257,s,a,75000.0,novi sad,novi sad - centar,59.0,,,3.0,2.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/trg-republike/5f3bdc5d81e05e575141a663
258,s,a,143000.0,beograd,novi beograd,55.0,,,6.0,3.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vladimira-popovica/5f34260454c1c51d1b402e60
259,s,a,220000.0,beograd,stari grad,113.0,,,2.0,1.0,True,Etažno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/cara-urosa/5c9a10c9273171068a560a47
260,s,a,199000.0,beograd,zvezdara,141.0,,2000,3.0,2.0,True,Etažno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/tihomira-visnjevca/5ca265c82731710a4f18ef25
261,s,a,125000.0,beograd,vozdovac,84.0,,2015,3.0,3.0,True,Etažno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ibarska/5caf94c92731711ff95cc124
262,s,a,90000.0,beograd,zvezdara,54.0,,,4.0,1.0,True,Etažno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ruze-jovanovic/5e38112e273171261c79e093
263,s,a,49000.0,beograd,rakovica,55.0,,,5.0,0.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/nikole-marakovica/5ecf980427317146b7366c63
264,s,a,77000.0,nis,medijana,75.0,,,,2.0,True,Struja,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/park-svetog-save/5df4bc4a9a309146fe557aa7
265,s,a,33000.0,beograd,novi beo,53.0,,,,,False,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/subotica-opstina/oglas/prozivka/5f2a842aee1dfa0efc0629d6
266,s,a,75000.0,beograd,novi beograd,41.0,,,14.0,13.0,True,Centralno,2.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-mihaila-pupina/5f295a9a4c1ae22ec52c16ac
267,s,a,95000.0,beograd,novi beograd,72.0,,,8.0,8.0,True,Centralno,2.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gandijeva/5eb94ae02731717d3906845e
268,s,a,92000.0,beograd,novi beograd,100.0,,,,0.0,True,Centralno,3.5,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dusana-vukasovica/5ef1fb16273171207c2d3723
269,s,a,79000.0,beograd,zvezdara,73.0,,,2.0,2.0,True,Etažno,3.0,1.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/koste-tausanovica/5e132cf52731713e465dbce6
